round,accuracy,loss,f1,asr,epsilon,num_quarantined,num_rollbacks,round_time_sec
1,0.12,2.234173101425171,0.07417401351033656,0.0,9.994983962658145,0,0,18.10855484008789
2,0.106,2.2240171184539794,0.033174153058385024,0.0,9.994983962658145,0,0,17.21561598777771
