round,accuracy,loss,f1,asr,epsilon,num_quarantined,num_rollbacks,round_time_sec
1,0.118,2.3622144985198976,0.05193967237976941,0.0,9.997571553685388,0,0,19.38977861404419
2,0.126,2.288916706085205,0.04268391362648541,0.0,9.997571553685388,0,0,15.487624645233154
