round,accuracy,loss,f1,asr,epsilon,num_quarantined,num_rollbacks,round_time_sec
1,0.12,2.2598633480072023,0.043536935985448576,0.0,9.995903957151976,1,0,16.91557812690735
2,0.11,2.2632876815795897,0.022101667671287923,0.0,9.995903957151976,0,0,15.929037809371948
