round,accuracy,loss,f1,asr,epsilon,num_quarantined,num_rollbacks,round_time_sec
1,0.11,2.4678153190612795,0.022022022022022022,0.0,9.99777405018508,2,0,16.17926025390625
2,0.104,2.390878156661987,0.037557341586645615,0.0,9.99777405018508,2,0,15.008892297744751
