round,accuracy,loss,f1,asr,epsilon,num_quarantined,num_rollbacks,round_time_sec
1,0.136,2.3152028427124023,0.06064808037432837,0.0,9.996994233160702,0,0,16.03470754623413
2,0.106,2.454547332763672,0.036247916574479705,0.0,9.996994233160702,0,0,13.047494173049927
